,beta_1,beta_2,beta_3,beta_4,beta_5,k_1_2,k_1_3,k_1_4,k_1_5,k_2_3,k_2_4,k_2_5,k_3_4,k_3_5,k_4_5,h_1_2,h_1_3,h_1_4,h_1_5,h_2_3,h_2_4,h_2_5,h_3_4,h_3_5,h_4_5
22,0.5855661459713131,0.6655284654428191,0.9307226932047545,0.9556474999261539,0.9334437632645266,0.5790902321129893,1.0,0.4994925974119855,0.580549388778664,1.001543010962401,1.0,0.35618074780665426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,0.7593908782396805,0.9452947166669916,0.8363705027085834,0.6159894798890719,0.8701007243603661,1.0,0.6073467763086312,1.0,1.0,1.0,1.0,1.5009541357073828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,0.8913781302339077,0.6300419852151151,0.6799467199119988,0.626646419635118,0.9237071805820414,0.7052509847020018,1.0,1.0,1.0,1.0,1.3377360993627236,2.396950910729753,1.0835629280521535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,0.7439310376727293,0.7232499814170315,0.8452931013116676,0.858654333961624,0.9874204427887705,0.37540561746315976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,0.7251517135918624,0.5028133057948159,0.7248603425673918,0.652829191790695,0.588372356836228,1.0,1.0,1.0,1.0,0.5377665958387857,1.0,0.5606119523069151,1.0,1.510443142997682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,0.6689726829700482,0.7305693495029539,0.8845710298039748,0.6629807021379313,0.6225755262610018,2.295782678212442,1.0,1.0,1.0,1.0,1.0,0.956827056497211,1.0,1.1908480141442537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,0.6426419333518669,0.8829186012616312,0.9758970710459816,0.7573629401682396,0.9144860256828689,1.0,0.7421321159614463,1.0,1.0,1.0,1.9326973510260166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,0.8981695290326609,0.9181376459059105,0.9822742783725933,0.6435709051935163,0.7216024505432161,1.0,1.0,1.0,1.0,1.0,2.1014105863195685,1.0,1.0,0.42447645165011394,0.3410933238282011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,0.8263253954593116,0.689705877226944,0.9769751501263613,0.9256369977160073,0.7053936231741189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6833254742741819,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,0.9644629012607191,0.8430827891755681,0.7636519154770296,0.6924647157354451,0.79873403506317,1.0,1.0,1.0,1.0,1.0,1.0,1.0160712765601911,0.46211576997639925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,0.5553339912974262,0.8783337953217825,0.6069639710906343,0.7314444136665178,0.6574845359787396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33,0.7956447770279887,0.8801987731684939,0.9603525431553357,0.9500637977507083,0.5464312679168453,1.0,1.0,0.4198466723083896,1.0,0.41637632572412053,1.0,2.105987917426023,2.52370982263313,1.0,2.170717329589979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,0.5567657604126257,0.8765517217010284,0.9617921922570578,0.6056726140888892,0.5938434220297832,1.0,1.8970925951951432,1.6693821063859988,1.0,1.0,0.6697295485842274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,0.57462585017183,0.8368692175919288,0.7324175246714131,0.7046785959503707,0.862697187542464,1.0,0.8945506787969993,1.0,1.0,1.0,1.0,1.0,0.5109882119243245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36,0.9186848089690818,0.5186639114433197,0.6173021658434863,0.6325081673127233,0.5083329194356501,1.0,1.0,1.0,1.0,1.0,1.0,0.677401368748727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37,0.9395723089281773,0.9400172066607193,0.7548816183084026,0.8117502021179932,0.9422840862860415,1.0,1.0,1.0,1.0,1.0,1.5567662480425235,2.8536657380415513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,0.7428831267169334,0.9841697950542316,0.6200221668735815,0.9401966425984307,0.855449813664475,1.611557249520015,1.0,1.0,1.0,1.944518801077134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,0.909823375434392,0.8936797972413166,0.687115035741978,0.5200382977884624,0.5307334285572092,1.0,0.3983956993879479,1.0,1.0,1.0,1.0,0.9297713558980857,1.0,1.0128854927736146,0.3462102689736442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,0.6926886318933181,0.9556780384043067,0.8447044863335391,0.5487593173257248,0.7378145814688388,1.0,1.0,1.0,1.0,2.3657729042927125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41,0.7636489549730947,0.8481508392809284,0.5940489706525538,0.7858937242652964,0.5862201613202178,1.0,1.0,1.0,1.0,1.0,2.241812728617905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,0.6091344501200346,0.7991339412827255,0.8096819693772701,0.5962171996416712,0.5553141416891825,0.6644361143238212,1.0,0.5558697343475246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,0.765763171360802,0.7126593636705885,0.9029438909797878,0.7863192912790652,0.8916242382789328,1.0,1.0,1.4263341708725776,1.0,1.0,1.0511448108740573,1.0,1.0,0.6597077977910134,0.4681355741258189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,0.5348032046606515,0.9170822863016008,0.5994747141942203,0.5889992904495267,0.6891422498675356,1.0,1.0,0.7121030188396285,0.45632535900290583,1.0,1.0,0.6871443906760151,1.0,1.0,0.3524188750496785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,0.6882717386121857,0.7048624450638643,0.6151383047138596,0.9672832061924848,0.741951730790841,1.0421986100800646,2.7635955896638307,1.4868417987001408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,0.9717515810655606,0.9433793883058964,0.5295464370716043,0.9122180113717009,0.5337906993481248,1.0,1.2665259433725158,1.0,1.0,0.4381232910450545,1.0,0.44898280078680924,1.0,1.0,1.3369214500958029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47,0.8534063015019626,0.5145934179121803,0.8498583714584228,0.5659120978992985,0.6288576142145546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.41438340704693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48,0.9327322769226978,0.9683017061105803,0.6009686298778183,0.8346950296559502,0.6957454330277302,1.0,1.265398874993545,0.3726238396121225,1.0,1.0,1.0,2.4635633007903897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49,0.8266619609584456,0.6986072961743663,0.6877985756611351,0.6735838607055125,0.796115856594439,1.0,1.0,0.6020883780038976,1.0,1.0,1.0,1.0,1.0,0.8100277300669985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,0.6872497985100328,0.7315327749194476,0.7568222820500543,0.9659161117482769,0.524371974230981,1.0,1.014783636470187,1.0,1.0,1.0,1.0,1.1801750249513305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51,0.9742613049847983,0.8869128812527607,0.8992588890150348,0.9094792743545315,0.97778205807125,1.0,1.0,1.689763609661221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,0.6098826278176676,0.595083571718477,0.9940209071078798,0.7872793071803452,0.785730629512126,0.3849257566367328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53,0.9956855289856366,0.7080918562352452,0.722112937500917,0.6635221176767727,0.8152512980635389,1.0,0.918966213147901,1.0,0.8663454313025898,1.0,2.819005847949058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54,0.9204688220199243,0.9063328962755702,0.9706221803088462,0.6740480579510622,0.9437347347608296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55,0.7413312799786747,0.7262497317781178,0.5426108306412524,0.9404424273248391,0.5808194412081669,1.0,1.9767466502361632,1.0,1.0,1.9278736240003231,1.0,1.0,0.7498613917355951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56,0.6311545990215965,0.5060280601098728,0.8886526520271623,0.7364593426463193,0.7569379632878841,1.0,1.0,1.0,1.0,1.0,1.228278526855536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
57,0.6655444573676865,0.9270114822683917,0.6772288611390154,0.7034911691955352,0.9585805676398371,1.0,1.0,2.217162019491524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58,0.9682277667941452,0.9906191259453123,0.5502194379695724,0.6499248537161975,0.7756592896446708,1.0,1.0,1.0,1.7968689334929253,1.0,1.0,1.681433977225054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,0.7197121490946684,0.549176733970049,0.7823277222937008,0.5249224226860935,0.705642626032563,1.3207995208143544,1.0,0.43551251137918007,1.0,0.3625460948685697,1.0,1.0,1.0,1.0186644997402945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,0.7692479484771826,0.5759489140385641,0.8580371294876925,0.5223700145265007,0.8792038516909341,1.0,0.5798498985997761,2.685934334682213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,0.9481038987994542,0.9807912775507639,0.9672339539007819,0.9347563734421476,0.6346269596578348,1.0,1.0,1.0,2.7498326002537397,1.0,1.1679609069205563,1.0,2.828051988966849,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
62,0.7913270569564045,0.7460786343579806,0.812641219815218,0.5048716853612218,0.5878375044956361,1.0,2.7016268877420693,2.4898050564850847,1.0,1.0,1.0,1.0,1.0,0.4015876182202263,0.7475310913925903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,0.7289580783341086,0.8398635970170099,0.7397618534336858,0.913093293259736,0.6287141079599137,1.0,1.0,1.0,1.0,0.3360550773055313,0.9162831604329804,1.0,0.48820433165109256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,0.802154324510883,0.8828887204340499,0.7620494645770545,0.562983897640187,0.732050636296956,1.0,1.0,0.756486478156981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
65,0.839261901363579,0.5219511262696164,0.9811788098544321,0.6311630893590856,0.9603590609105255,0.5514101729523122,1.0,1.0,1.0,1.8061330179593882,1.0,1.0,1.6053094459330945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,0.8493916350931214,0.5436497095646909,0.7277296984044266,0.8941912290365777,0.5508974889133393,2.6499208513621575,1.0,1.0,0.49700217749281683,1.0,1.873955914970168,1.0,0.8554769102754053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
67,0.55527299010474,0.5522704462707366,0.932152713373409,0.8492751560806764,0.9187982386116474,1.0,0.47792469977409374,2.6665066749758917,0.6953303090740272,1.0,1.0,1.0,0.6022805960474792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,0.5838411090964479,0.5332336792972949,0.7712198446290941,0.6450607002167437,0.6570019663907897,0.42473601913568587,1.0,1.0,1.0,2.432638000449569,1.0,1.0,0.7116188150283792,2.9697536752024023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69,0.6753173603967066,0.8070580660413078,0.9392402199809364,0.7350403493842868,0.5716595311020125,1.0,1.0,0.6705147418415304,1.0,1.4296176649817476,1.0859512607094604,0.49574636131769745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,0.6081575962644348,0.8433024108028925,0.7779962966832292,0.5913417764179535,0.9953944198748917,1.0,1.0,2.247551371744104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,0.5495005827317815,0.5135220790135568,0.6778008537690277,0.675801398931972,0.6183785640163082,1.0,1.0,1.0,0.40221029961551685,1.0,1.0,1.0,0.7165690742033716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
72,0.9717160855398908,0.5485270691501223,0.7434769512139932,0.9647506886989643,0.9319985388072918,1.0,1.0,1.0,1.8924791181890006,1.0,0.8143266351048524,1.0,1.0,0.36739311024559707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
73,0.5989763797086185,0.5997037855658155,0.7591681652759946,0.6616764672700362,0.7339582603613051,1.0,2.583348019031258,1.0,1.0,1.9662626448686276,0.6084133719409484,1.0,1.0,1.0,2.26081990726594,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,0.6848871948509427,0.7768075768968605,0.6272754610655815,0.9257096462607606,0.5018699192913489,1.0,1.0,1.0687511184813514,1.0,1.116676415362233,1.0,0.9032967807123895,1.0,1.0,0.5430649042491584,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
75,0.969894857440111,0.9530045721766112,0.9480674033327746,0.9930443758109695,0.5059825801934434,1.0,0.3959179360195593,1.9938722406142153,1.0,0.4886755297449353,1.0,1.1166337027612103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
76,0.5546057816433009,0.8659837263544675,0.763618150768799,0.7904785241430021,0.968586572228621,1.0,2.6161796825270445,1.0,1.0,1.0,1.0,1.0,1.5231953865986636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
77,0.6274369945413978,0.8255386732638328,0.5913022696821713,0.5619904298663931,0.7900583856889787,1.0,1.0,1.0,1.0,1.0,0.512997221315408,0.7102900644353033,0.9527283053672698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
78,0.9415537237690199,0.5252018412278577,0.9909090444272117,0.8144071589939623,0.7624810778073335,1.0,1.0,1.0,1.0,1.9939537792370965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,0.6776651057647742,0.8471341989919006,0.8839241979064887,0.8334111487787101,0.8854334790731722,1.0,1.8909658935021594,1.3159341145719963,1.0,1.0,1.0,1.0,0.410432153634866,0.4660727231159951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
80,0.5498015768470557,0.6496174609989738,0.7104732865673022,0.5633723908552412,0.8202773593540406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3470274315510169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
81,0.5189427616097925,0.9580845007380485,0.5439107519906612,0.5470885100372807,0.5754122782587875,1.0,1.0,1.1166735121971696,1.0,1.9513791034897954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
82,0.9194076151153439,0.5089290117135653,0.6533029561230959,0.7910451392217005,0.8942724371816748,1.3656864244527052,1.0,1.0,1.0,2.566298149782049,1.0,1.0,1.0,1.0,1.0813154652207482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83,0.5888375335752314,0.7852291114696528,0.7835691581423581,0.9626976290215599,0.7864947608206543,1.0,1.0,1.0,0.8140324188622882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
84,0.5607834064948218,0.5440737735300815,0.6474825940925875,0.8831935588034503,0.652733267422428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
85,0.8103530510545915,0.5909786789901679,0.6131993140788119,0.701578958837364,0.8375815535291438,1.0,2.094760412422746,1.0,1.0,1.3071729516335522,1.0,1.0,0.8097671696958949,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
86,0.5806444210927484,0.9738931191338555,0.9721269142472282,0.9779492180887225,0.8739937076600898,1.3719888287123716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3691264306094132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
87,0.8931563450195901,0.6320915576017015,0.6158728903863712,0.7631100061359519,0.871340821186128,1.0,0.5169785744442157,1.8492508657841773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
88,0.8741851468273362,0.5152186418023412,0.9021398728263132,0.6519080090108946,0.6337800187995288,1.0,1.0,1.0,1.0,1.0,0.5397306700894937,1.0,1.0,0.751551351386256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
89,0.6509984590827544,0.7054329640503243,0.722920553512082,0.684976624654889,0.8216343012959962,1.0,0.4670157106744097,1.0,1.0,1.0,1.0,1.0,1.0,0.43071244982857815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
90,0.9648668219502223,0.5548314688328827,0.7665694168794492,0.7670477380138887,0.5034021073497558,1.0,1.0,1.0,1.0,0.7950999767346156,1.0,1.0,1.0,1.2900021414894158,1.1713465853259788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
91,0.7793140023261722,0.5475878753841703,0.9402713679997139,0.7764695889012755,0.645009728039185,1.0,1.0,1.0,1.0,1.0,1.0,0.9359444243162082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
92,0.8492376736816225,0.8942393745999104,0.8765853371820604,0.6604541880606174,0.8454179526349728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7704324741701476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
93,0.8769838990021841,0.6091200195629086,0.9964169138653876,0.8050406031438735,0.8304852314852149,1.0,0.6800090816484332,2.1707384600452975,1.0,1.0,1.0,1.0,1.0,1.0,2.6171982326658756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
94,0.5161615475836693,0.9040980329216118,0.8157115269765428,0.5629105409341308,0.7061365893290782,1.0,1.0,1.0,0.4128864942440167,1.0,2.864904920740315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,0.7982546854219703,0.6683305706716353,0.9069903866363818,0.6100625776465138,0.6129920440750369,1.0,1.0,0.6400506554037917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
96,0.9607575072548546,0.9057024613495733,0.5447427404742797,0.6745807667537677,0.8216035849228394,1.0,1.0,0.6195301412052863,1.0,1.0,2.4728984042482343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97,0.7663862704323468,0.6416121546803675,0.6668147500112611,0.5487253918765376,0.695798640953467,1.0,1.0,1.0,1.0,1.0,2.618718140684974,2.061650884426874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
98,0.573297501083044,0.7213192571533082,0.5586694403849467,0.593769277740924,0.5565297933922106,1.0,1.0,0.46947939113962994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
